file,c,L,t,threshold_05,positive_lobe,spectral_moment,inverse_interface_proxy
c1_L64_rep001.npz,0.15,64,451,1.2199998771619496,1.376727121725492,4.742194055551651,9.061946902654867
c1_L64_rep001.npz,0.15,64,556,1.2276441451477114,1.419948848218897,4.7619932916586265,9.022026431718063
c1_L64_rep001.npz,0.15,64,687,1.3229613684712442,1.5029213366138587,4.954038205483839,9.570093457943925
c1_L64_rep001.npz,0.15,64,848,1.3985112885161712,1.5749084821582242,5.155166066041766,10.11358024691358
c1_L64_rep001.npz,0.15,64,1047,1.4570883673375365,1.650028877196672,5.228773996692129,10.343434343434344
c1_L64_rep001.npz,0.15,64,1292,1.5324330597540485,1.7341087735533582,5.414534276073402,10.778947368421052
c1_L64_rep001.npz,0.15,64,1595,1.5238753709613384,1.7484030020323853,5.438729697517128,10.807387862796833
c1_L64_rep001.npz,0.15,64,1970,1.622376897852287,1.8710010818826075,5.6424531195945695,11.314917127071823
c1_L64_rep001.npz,0.15,64,2432,1.7479044638053391,1.9769223020619342,5.881124609934855,12.011730205278592
c1_L64_rep001.npz,0.15,64,3002,1.826332880019593,2.0526391843289624,6.08672556413839,12.525993883792049
c1_L64_rep001.npz,0.15,64,3706,1.8833128445483336,2.1923590482547968,6.319398039536303,13.170418006430868
c1_L64_rep001.npz,0.15,64,4576,2.0273780327338673,2.3351465812842447,6.328739973138186,13.08626198083067
c1_L64_rep001.npz,0.15,64,5649,2.310998437238887,2.533596163199525,7.15772254835327,15.693486590038313
c1_L64_rep001.npz,0.15,64,6974,2.3423311606562702,2.5873802256362666,7.142570735155159,15.574144486692015
c1_L64_rep001.npz,0.15,64,8610,2.4288809612664988,2.729606739221583,7.279072391040842,15.753846153846155
c1_L64_rep001.npz,0.15,64,10629,2.3937643167379496,2.704821708459865,7.082715162705147,15.003663003663004
c1_L64_rep001.npz,0.15,64,13122,2.5755515342002155,2.9039460175921707,7.369621633859758,15.693486590038313
c1_L64_rep001.npz,0.15,64,16200,2.6637967389614428,3.0222967856860006,7.4312648650269075,15.633587786259541
c1_L64_rep001.npz,0.15,64,20000,2.8245404867937953,3.132699955655785,7.854009157754385,17.13807531380753
