file,seed,c,L,t,condition,crop_id,pixel_size_sites,width_sites,phase_fraction,length,length_x,length_y,resolved
c0_L128_rep001.npz,450452579,0.5,128,40,blur1_threshold_minus02,full,1,128,0.60162353515625,1.3134428607253787,1.311142286552969,1.3157434348977888,True
c0_L128_rep001.npz,450452579,0.5,128,40,blur1_threshold_plus02,full,1,128,0.39678955078125,1.3201050809804507,1.3027202867405956,1.3374898752203057,True
c0_L128_rep001.npz,450452579,0.5,128,40,crop96,0:0,1,96,0.5032552083333334,0.9876558225483321,0.9543503433527764,1.0209613017438877,True
c0_L128_rep001.npz,450452579,0.5,128,40,crop96,0:32,1,96,0.4996744791666667,0.9888189510077852,0.9437056503698464,1.0339322516457239,True
c0_L128_rep001.npz,450452579,0.5,128,40,crop96,32:0,1,96,0.5086805555555556,0.995987860119298,0.9940860668274579,0.9978896534111381,True
c0_L128_rep001.npz,450452579,0.5,128,40,crop96,32:32,1,96,0.5007595486111112,1.000880333180235,0.9870119128224626,1.0147487535380075,True
c0_L128_rep001.npz,450452579,0.5,128,40,crop64,0:0,1,64,0.503173828125,0.9670561081566318,0.9351021089348736,0.9990101073783901,True
c0_L128_rep001.npz,450452579,0.5,128,40,crop64,0:64,1,64,0.502685546875,1.0031973412284128,0.942112396504686,1.0642822859521395,True
c0_L128_rep001.npz,450452579,0.5,128,40,crop64,64:0,1,64,0.49658203125,0.9906100038953058,0.9930072998599629,0.9882127079306486,True
c0_L128_rep001.npz,450452579,0.5,128,40,crop64,64:64,1,64,0.49755859375,0.998039805813856,1.0088041897767024,0.9872754218510097,True
c0_L128_rep001.npz,450452579,0.5,128,40,crop32,0:0,1,32,0.484375,0.9747595944571019,0.9342740985152015,1.0152450903990025,True
c0_L128_rep001.npz,450452579,0.5,128,40,crop32,0:96,1,32,0.4990234375,0.9769591669335693,0.9288553673458096,1.0250629665213289,True
c0_L128_rep001.npz,450452579,0.5,128,40,crop32,96:0,1,32,0.51953125,0.9758873416025997,0.9874237715834482,0.9643509116217511,True
c0_L128_rep001.npz,450452579,0.5,128,40,crop32,96:96,1,32,0.4951171875,1.0324209603273355,1.0471896887702778,1.0176522318843932,True
c0_L128_rep001.npz,450452579,0.5,128,48,full,full,1,128,0.5,1.0146001967143035,0.9936430317848411,1.0355573616437659,True
c0_L128_rep001.npz,450452579,0.5,128,48,bin2,full,2,128,0.605224609375,1.2491703430455883,1.2229879518996503,1.275352734191526,True
c0_L128_rep001.npz,450452579,0.5,128,48,bin4,full,4,128,0.552734375,1.9375909146383092,1.9103057699494044,1.9648760593272143,True
c0_L128_rep001.npz,450452579,0.5,128,48,blur1,full,1,128,0.49798583984375,1.3345296739164052,1.3199967759754054,1.349062571857405,True
c0_L128_rep001.npz,450452579,0.5,128,48,blur2,full,1,128,0.494384765625,2.0553253166670453,2.0190619283508613,2.0915887049832294,True
c0_L128_rep001.npz,450452579,0.5,128,48,blur1_threshold_minus02,full,1,128,0.59686279296875,1.3288665172342986,1.3202400663807399,1.3374929680878573,True
c0_L128_rep001.npz,450452579,0.5,128,48,blur1_threshold_plus02,full,1,128,0.39996337890625,1.3383080224373212,1.3094744853736953,1.367141559500947,True
c0_L128_rep001.npz,450452579,0.5,128,48,crop96,0:0,1,96,0.501953125,1.0273150092967938,0.978956867451238,1.0756731511423496,True
c0_L128_rep001.npz,450452579,0.5,128,48,crop96,0:32,1,96,0.4992404513888889,1.0125694248009158,0.9731046416059845,1.0520342079958473,True
c0_L128_rep001.npz,450452579,0.5,128,48,crop96,32:0,1,96,0.5083550347222222,1.0331024127663635,1.023889126216773,1.042315699315954,True
c0_L128_rep001.npz,450452579,0.5,128,48,crop96,32:32,1,96,0.5013020833333334,1.021305942073786,1.0135003985284157,1.0291114856191566,True
c0_L128_rep001.npz,450452579,0.5,128,48,crop64,0:0,1,64,0.50244140625,1.0183190076201831,0.9465026861083193,1.090135329132047,True
c0_L128_rep001.npz,450452579,0.5,128,48,crop64,0:64,1,64,0.501953125,1.0203575211548679,0.9970819563812491,1.0436330859284866,True
c0_L128_rep001.npz,450452579,0.5,128,48,crop64,64:0,1,64,0.49658203125,1.0276435671691484,1.0388882811072406,1.0163988532310564,True
c0_L128_rep001.npz,450452579,0.5,128,48,crop64,64:64,1,64,0.4990234375,1.005473253046206,1.0227038644419835,0.9882426416504285,True
c0_L128_rep001.npz,450452579,0.5,128,48,crop32,0:0,1,32,0.4873046875,1.0473802444534654,0.9529694837608923,1.1417910051460385,True
c0_L128_rep001.npz,450452579,0.5,128,48,crop32,0:96,1,32,0.5009765625,1.022134297838377,1.0166765362281511,1.0275920594486028,True
c0_L128_rep001.npz,450452579,0.5,128,48,crop32,96:0,1,32,0.521484375,0.9908070639698043,0.9641055946569401,1.0175085332826685,True
c0_L128_rep001.npz,450452579,0.5,128,48,crop32,96:96,1,32,0.49609375,1.0088944331122784,0.999994093046334,1.0177947731782229,True
c0_L128_rep001.npz,450452579,0.5,128,58,full,full,1,128,0.5,1.0583472747908718,1.044776119402985,1.0719184301787583,True
c0_L128_rep001.npz,450452579,0.5,128,58,bin2,full,2,128,0.60302734375,1.265579380516665,1.2478545167977086,1.2833042442356215,True
c0_L128_rep001.npz,450452579,0.5,128,58,bin4,full,4,128,0.5478515625,1.9063648905885158,1.867125531213819,1.9456042499632122,True
c0_L128_rep001.npz,450452579,0.5,128,58,blur1,full,1,128,0.49957275390625,1.3470103292187048,1.3215127799183062,1.3725078785191032,True
c0_L128_rep001.npz,450452579,0.5,128,58,blur2,full,1,128,0.4930419921875,2.018551099720196,1.9593267303861839,2.077775469054208,True
c0_L128_rep001.npz,450452579,0.5,128,58,blur1_threshold_minus02,full,1,128,0.5936279296875,1.351651349273192,1.3347425649074223,1.3685601336389617,True
c0_L128_rep001.npz,450452579,0.5,128,58,blur1_threshold_plus02,full,1,128,0.4013671875,1.3517562833999794,1.3166885036137532,1.3868240631862054,True
c0_L128_rep001.npz,450452579,0.5,128,58,crop96,0:0,1,96,0.5020616319444444,1.0666953766742693,1.040370062839439,1.0930206905090998,True
c0_L128_rep001.npz,450452579,0.5,128,58,crop96,0:32,1,96,0.4994574652777778,1.0440619131048767,1.0122115758792316,1.075912250330522,True
c0_L128_rep001.npz,450452579,0.5,128,58,crop96,32:0,1,96,0.5081380208333334,1.0872621202822428,1.0790002811086221,1.0955239594558632,True
c0_L128_rep001.npz,450452579,0.5,128,58,crop96,32:32,1,96,0.5018446180555556,1.0666616615382287,1.0636684616521253,1.0696548614243322,True
c0_L128_rep001.npz,450452579,0.5,128,58,crop64,0:0,1,64,0.503662109375,1.0319091645779404,0.9961203865843324,1.067697942571548,True
c0_L128_rep001.npz,450452579,0.5,128,58,crop64,0:64,1,64,0.501708984375,1.0603188049554215,1.0316645264268283,1.0889730834840146,True
c0_L128_rep001.npz,450452579,0.5,128,58,crop64,64:0,1,64,0.49560546875,1.0909145581504682,1.0911437709595802,1.0906853453413563,True
c0_L128_rep001.npz,450452579,0.5,128,58,crop64,64:64,1,64,0.4990234375,1.0512921387285932,1.0781594483153376,1.024424829141849,True
c0_L128_rep001.npz,450452579,0.5,128,58,crop32,0:0,1,32,0.4892578125,1.0594503836836477,1.0935846081581089,1.0253161592091866,True
c0_L128_rep001.npz,450452579,0.5,128,58,crop32,0:96,1,32,0.4970703125,0.9941483243605589,0.9764753622826171,1.0118212864385008,True
c0_L128_rep001.npz,450452579,0.5,128,58,crop32,96:0,1,32,0.521484375,1.1036474908199425,1.0256184644125348,1.1816765172273502,True
c0_L128_rep001.npz,450452579,0.5,128,58,crop32,96:96,1,32,0.49609375,1.054866001994141,1.0297565149151156,1.079975489073166,True
c0_L128_rep001.npz,450452579,0.5,128,71,full,full,1,128,0.5,1.0847149224275592,1.0633819028212366,1.1060479420338816,True
c0_L128_rep001.npz,450452579,0.5,128,71,bin2,full,2,128,0.59716796875,1.2897419607167517,1.2828578640931725,1.2966260573403312,True
c0_L128_rep001.npz,450452579,0.5,128,71,bin4,full,4,128,0.5341796875,1.9597681208731874,1.8852208136492175,2.0343154280971576,True
c0_L128_rep001.npz,450452579,0.5,128,71,blur1,full,1,128,0.49932861328125,1.3773433137548776,1.3503782099408579,1.4043084175688973,True
c0_L128_rep001.npz,450452579,0.5,128,71,blur2,full,1,128,0.4954833984375,2.015829738670325,1.9511795315722888,2.0804799457683614,True
c0_L128_rep001.npz,450452579,0.5,128,71,blur1_threshold_minus02,full,1,128,0.59149169921875,1.3766052528109827,1.3620540721832968,1.3911564334386686,True
c0_L128_rep001.npz,450452579,0.5,128,71,blur1_threshold_plus02,full,1,128,0.4039306640625,1.3788039827662657,1.3552212162156476,1.402386749316884,True
c0_L128_rep001.npz,450452579,0.5,128,71,crop96,0:0,1,96,0.5026041666666666,1.0919810741752234,1.0520327131986613,1.1319294351517852,True
c0_L128_rep001.npz,450452579,0.5,128,71,crop96,0:32,1,96,0.4994574652777778,1.0859958627435295,1.04573878388168,1.1262529416053793,True
c0_L128_rep001.npz,450452579,0.5,128,71,crop96,32:0,1,96,0.5084635416666666,1.09875224243747,1.0865547442555739,1.1109497406193662,True
c0_L128_rep001.npz,450452579,0.5,128,71,crop96,32:32,1,96,0.5017361111111112,1.0993095052699986,1.097049438779646,1.1015695717603515,True
c0_L128_rep001.npz,450452579,0.5,128,71,crop64,0:0,1,64,0.502685546875,1.0596860398444543,0.9844274435884002,1.1349446361005084,True
c0_L128_rep001.npz,450452579,0.5,128,71,crop64,0:64,1,64,0.501708984375,1.0969882210377577,1.0700278567720982,1.1239485853034172,True
c0_L128_rep001.npz,450452579,0.5,128,71,crop64,64:0,1,64,0.49609375,1.0916823340860946,1.097618892784813,1.0857457753873763,True
c0_L128_rep001.npz,450452579,0.5,128,71,crop64,64:64,1,64,0.49951171875,1.0876889556111067,1.109040478047354,1.0663374331748592,True
c0_L128_rep001.npz,450452579,0.5,128,71,crop32,0:0,1,32,0.4892578125,1.082120111594642,1.091705861531798,1.0725343616574858,True
c0_L128_rep001.npz,450452579,0.5,128,71,crop32,0:96,1,32,0.498046875,1.0305477337253381,0.9881076985033335,1.072987768947343,True
c0_L128_rep001.npz,450452579,0.5,128,71,crop32,96:0,1,32,0.51953125,1.0956931875732145,1.041289494986972,1.1500968801594569,True
c0_L128_rep001.npz,450452579,0.5,128,71,crop32,96:96,1,32,0.49609375,1.1208195680792397,1.1169001298990437,1.1247390062594353,True
c0_L128_rep001.npz,450452579,0.5,128,86,full,full,1,128,0.5,1.1185278314308458,1.1217050364646441,1.1153506263970474,True
c0_L128_rep001.npz,450452579,0.5,128,86,bin2,full,2,128,0.594482421875,1.3020324611923875,1.2982832473698507,1.3057816750149243,True
c0_L128_rep001.npz,450452579,0.5,128,86,bin4,full,4,128,0.5322265625,1.9605089181418722,1.8938770056041427,2.0271408306796017,True
c0_L128_rep001.npz,450452579,0.5,128,86,blur1,full,1,128,0.50030517578125,1.3870089037982005,1.3876343044043193,1.3863835031920815,True
c0_L128_rep001.npz,450452579,0.5,128,86,blur2,full,1,128,0.496337890625,2.0237158607951327,1.9750851305727015,2.072346591017564,True
c0_L128_rep001.npz,450452579,0.5,128,86,blur1_threshold_minus02,full,1,128,0.58929443359375,1.386790907886644,1.3862328773421864,1.387348938431102,True
c0_L128_rep001.npz,450452579,0.5,128,86,blur1_threshold_plus02,full,1,128,0.40850830078125,1.3914067886402495,1.4009298959396406,1.3818836813408586,True
c0_L128_rep001.npz,450452579,0.5,128,86,crop96,0:0,1,96,0.5030381944444444,1.1336590511855906,1.1273845104173796,1.1399335919538014,True
c0_L128_rep001.npz,450452579,0.5,128,86,crop96,0:32,1,96,0.4996744791666667,1.1122201563120724,1.1003489377741553,1.1240913748499894,True
c0_L128_rep001.npz,450452579,0.5,128,86,crop96,32:0,1,96,0.5078125,1.136926395847956,1.1533605059285168,1.1204922857673956,True
c0_L128_rep001.npz,450452579,0.5,128,86,crop96,32:32,1,96,0.5018446180555556,1.1252011719928765,1.1325044041620398,1.1178979398237134,True
c0_L128_rep001.npz,450452579,0.5,128,86,crop64,0:0,1,64,0.503662109375,1.1128904299240614,1.068855922859992,1.1569249369881307,True
c0_L128_rep001.npz,450452579,0.5,128,86,crop64,0:64,1,64,0.502685546875,1.1020324041451213,1.0842798152096684,1.119784993080574,True
c0_L128_rep001.npz,450452579,0.5,128,86,crop64,64:0,1,64,0.49462890625,1.1539201884003314,1.192421190968886,1.1154191858317768,True
c0_L128_rep001.npz,450452579,0.5,128,86,crop64,64:64,1,64,0.4990234375,1.107411577505564,1.1574215781455592,1.0574015768655687,True
c0_L128_rep001.npz,450452579,0.5,128,86,crop32,0:0,1,32,0.4921875,1.1457895054800356,1.1310289464322492,1.160550064527822,True
c0_L128_rep001.npz,450452579,0.5,128,86,crop32,0:96,1,32,0.4990234375,1.0654999990515228,1.0697376672058472,1.0612623308971985,True
c0_L128_rep001.npz,450452579,0.5,128,86,crop32,96:0,1,32,0.515625,1.0868452658157322,1.1318077846462127,1.0418827469852516,True
c0_L128_rep001.npz,450452579,0.5,128,86,crop32,96:96,1,32,0.4990234375,1.1111404457701055,1.1275646382716542,1.0947162532685568,True
c0_L128_rep001.npz,450452579,0.5,128,105,full,full,1,128,0.5,1.1609260766350349,1.1571964926872411,1.1646556605828287,True
c0_L128_rep001.npz,450452579,0.5,128,105,bin2,full,2,128,0.59326171875,1.332998124943138,1.3236043622283473,1.3423918876579288,True
c0_L128_rep001.npz,450452579,0.5,128,105,bin4,full,4,128,0.54296875,1.9329484736029618,1.920809695621197,1.9450872515847264,True
c0_L128_rep001.npz,450452579,0.5,128,105,blur1,full,1,128,0.5006103515625,1.4211337893261762,1.4237963463316465,1.4184712323207056,True
c0_L128_rep001.npz,450452579,0.5,128,105,blur2,full,1,128,0.49835205078125,2.014177309066619,1.99934507394425,2.0290095441889884,True
c0_L128_rep001.npz,450452579,0.5,128,105,blur1_threshold_minus02,full,1,128,0.5863037109375,1.4226895093426446,1.4332523215552975,1.4121266971299915,True
c0_L128_rep001.npz,450452579,0.5,128,105,blur1_threshold_plus02,full,1,128,0.41278076171875,1.4268061770054554,1.4250800206939207,1.4285323333169901,True
c0_L128_rep001.npz,450452579,0.5,128,105,crop96,0:0,1,96,0.5026041666666666,1.1675580998292205,1.1569317208124459,1.1781844788459954,True
c0_L128_rep001.npz,450452579,0.5,128,105,crop96,0:32,1,96,0.4988064236111111,1.14963151227988,1.1246131968052737,1.1746498277544861,True
c0_L128_rep001.npz,450452579,0.5,128,105,crop96,32:0,1,96,0.5085720486111112,1.1776545850831552,1.191037348745695,1.1642718214206158,True
c0_L128_rep001.npz,450452579,0.5,128,105,crop96,32:32,1,96,0.5018446180555556,1.1759441749430057,1.179590192399913,1.1722981574860982,True
c0_L128_rep001.npz,450452579,0.5,128,105,crop64,0:0,1,64,0.502197265625,1.120072022854331,1.0744311460819713,1.1657128996266908,True
c0_L128_rep001.npz,450452579,0.5,128,105,crop64,0:64,1,64,0.502685546875,1.151291588130658,1.129916859286599,1.1726663169747171,True
c0_L128_rep001.npz,450452579,0.5,128,105,crop64,64:0,1,64,0.49560546875,1.2221040478913991,1.2631809175992728,1.1810271781835253,True
c0_L128_rep001.npz,450452579,0.5,128,105,crop64,64:64,1,64,0.49951171875,1.1525044997083982,1.176549724554974,1.1284592748618225,True
c0_L128_rep001.npz,450452579,0.5,128,105,crop32,0:0,1,32,0.4912109375,1.1158779568072483,1.1345375246300906,1.0972183889844058,True
c0_L128_rep001.npz,450452579,0.5,128,105,crop32,0:96,1,32,0.49609375,1.0781778510193332,1.011680046572947,1.1446756554657194,True
c0_L128_rep001.npz,450452579,0.5,128,105,crop32,96:0,1,32,0.5205078125,1.1073912118853066,1.096301281842817,1.1184811419277962,True
c0_L128_rep001.npz,450452579,0.5,128,105,crop32,96:96,1,32,0.4990234375,1.2274804100976682,1.1791949021967572,1.2757659179985792,True
c0_L128_rep001.npz,450452579,0.5,128,127,full,full,1,128,0.5,1.2115243339009711,1.210064279919286,1.2129843878826565,True
c0_L128_rep001.npz,450452579,0.5,128,127,bin2,full,2,128,0.593017578125,1.3750205225582368,1.3719704968053346,1.3780705483111393,True
c0_L128_rep001.npz,450452579,0.5,128,127,bin4,full,4,128,0.5439453125,1.9347109939262508,1.8697416415452952,1.9996803463072064,True
c0_L128_rep001.npz,450452579,0.5,128,127,blur1,full,1,128,0.50018310546875,1.450487399231902,1.452350410608425,1.4486243878553788,True
c0_L128_rep001.npz,450452579,0.5,128,127,blur2,full,1,128,0.503662109375,2.03196991679257,2.036437383501166,2.0275024500839733,True
c0_L128_rep001.npz,450452579,0.5,128,127,blur1_threshold_minus02,full,1,128,0.58111572265625,1.4438692247022842,1.4519049696210626,1.4358334797835055,True
c0_L128_rep001.npz,450452579,0.5,128,127,blur1_threshold_plus02,full,1,128,0.4146728515625,1.4449855761604775,1.4381825882378705,1.4517885640830848,True
c0_L128_rep001.npz,450452579,0.5,128,127,crop96,0:0,1,96,0.5018446180555556,1.2211991262530164,1.2027491546014522,1.2396490979045804,True
c0_L128_rep001.npz,450452579,0.5,128,127,crop96,0:32,1,96,0.4982638888888889,1.2074821678509682,1.1782247236594736,1.2367396120424627,True
c0_L128_rep001.npz,450452579,0.5,128,127,crop96,32:0,1,96,0.5082465277777778,1.2090678272534245,1.2080203001021534,1.2101153544046956,True
c0_L128_rep001.npz,450452579,0.5,128,127,crop96,32:32,1,96,0.5028211805555556,1.2239555996240523,1.2209830586203516,1.226928140627753,True
c0_L128_rep001.npz,450452579,0.5,128,127,crop64,0:0,1,64,0.501953125,1.2132895172952844,1.1768575645718042,1.2497214700187644,True
c0_L128_rep001.npz,450452579,0.5,128,127,crop64,0:64,1,64,0.50244140625,1.2245155090035513,1.2079215872126265,1.241109430794476,True
c0_L128_rep001.npz,450452579,0.5,128,127,crop64,64:0,1,64,0.494384765625,1.216842862626324,1.248611343022759,1.1850743822298888,True
c0_L128_rep001.npz,450452579,0.5,128,127,crop64,64:64,1,64,0.501220703125,1.1886959810854165,1.2139684837074385,1.1634234784633948,True
c0_L128_rep001.npz,450452579,0.5,128,127,crop32,0:0,1,32,0.4912109375,1.2460617861173138,1.3595547734147364,1.1325687988198911,True
c0_L128_rep001.npz,450452579,0.5,128,127,crop32,0:96,1,32,0.4931640625,1.1273530262748217,1.132942405598688,1.1217636469509553,True
c0_L128_rep001.npz,450452579,0.5,128,127,crop32,96:0,1,32,0.5205078125,1.140906999518288,1.202602446616067,1.0792115524205086,True
c0_L128_rep001.npz,450452579,0.5,128,127,crop32,96:96,1,32,0.505859375,1.2827635757759797,1.3044442706456443,1.261082880906315,True
c0_L128_rep001.npz,450452579,0.5,128,154,full,full,1,128,0.5,1.2429921604585772,1.2449174565501495,1.241066864367005,True
c0_L128_rep001.npz,450452579,0.5,128,154,bin2,full,2,128,0.5947265625,1.4028628933805458,1.4025375736688084,1.403188213092283,True
c0_L128_rep001.npz,450452579,0.5,128,154,bin4,full,4,128,0.541015625,1.9151212984757024,1.868285953680429,1.961956643270976,True
c0_L128_rep001.npz,450452579,0.5,128,154,blur1,full,1,128,0.4993896484375,1.4728339889408768,1.4758929701444032,1.4697750077373506,True
c0_L128_rep001.npz,450452579,0.5,128,154,blur2,full,1,128,0.50238037109375,2.0154354284047327,2.0143384097110966,2.0165324470983688,True
c0_L128_rep001.npz,450452579,0.5,128,154,blur1_threshold_minus02,full,1,128,0.58148193359375,1.4826280560141123,1.4985128143755486,1.466743297652676,True
c0_L128_rep001.npz,450452579,0.5,128,154,blur1_threshold_plus02,full,1,128,0.4197998046875,1.4824186212497121,1.4636700913266998,1.5011671511727247,True
c0_L128_rep001.npz,450452579,0.5,128,154,crop96,0:0,1,96,0.5026041666666666,1.2490713768914539,1.2574670633867477,1.2406756903961598,True
c0_L128_rep001.npz,450452579,0.5,128,154,crop96,0:32,1,96,0.4991319444444444,1.2331371642436408,1.211051576970533,1.2552227515167487,True
c0_L128_rep001.npz,450452579,0.5,128,154,crop96,32:0,1,96,0.5088975694444444,1.241971413259697,1.2739771827959392,1.209965643723455,True
c0_L128_rep001.npz,450452579,0.5,128,154,crop96,32:32,1,96,0.5032552083333334,1.2533048050478945,1.2640959661562712,1.242513643939518,True
c0_L128_rep001.npz,450452579,0.5,128,154,crop64,0:0,1,64,0.501953125,1.249111169367012,1.2493536567237515,1.2488686820102723,True
c0_L128_rep001.npz,450452579,0.5,128,154,crop64,0:64,1,64,0.5029296875,1.2347064703828332,1.1938947889813458,1.2755181517843208,True
c0_L128_rep001.npz,450452579,0.5,128,154,crop64,64:0,1,64,0.49365234375,1.238048162834488,1.2706502519320646,1.2054460737369113,True
c0_L128_rep001.npz,450452579,0.5,128,154,crop64,64:64,1,64,0.50146484375,1.246513768846849,1.2691988257253577,1.2238287119683406,True
c0_L128_rep001.npz,450452579,0.5,128,154,crop32,0:0,1,32,0.4873046875,1.2694520426294456,1.2896361538956007,1.2492679313632904,True
c0_L128_rep001.npz,450452579,0.5,128,154,crop32,0:96,1,32,0.494140625,1.1838732146117334,1.164652663838317,1.2030937653851497,True
c0_L128_rep001.npz,450452579,0.5,128,154,crop32,96:0,1,32,0.5205078125,1.1257604079590384,1.0946324261335092,1.1568883897845677,True
c0_L128_rep001.npz,450452579,0.5,128,154,crop32,96:96,1,32,0.5078125,1.2933901535169907,1.279513146124227,1.3072671609097544,True
c0_L128_rep001.npz,450452579,0.5,128,187,full,full,1,128,0.5,1.2804979066949902,1.2778970649219001,1.2830987484680805,True
c0_L128_rep001.npz,450452579,0.5,128,187,bin2,full,2,128,0.586181640625,1.4043887610816788,1.412767102890534,1.3960104192728235,True
c0_L128_rep001.npz,450452579,0.5,128,187,bin4,full,4,128,0.541015625,1.9556130578783248,1.9049994855039558,2.006226630252694,True
c0_L128_rep001.npz,450452579,0.5,128,187,blur1,full,1,128,0.49932861328125,1.51343920368621,1.521827140211503,1.5050512671609173,True
c0_L128_rep001.npz,450452579,0.5,128,187,blur2,full,1,128,0.4989013671875,2.0052699488010486,1.9797881041857865,2.030751793416311,True
c0_L128_rep001.npz,450452579,0.5,128,187,blur1_threshold_minus02,full,1,128,0.57659912109375,1.5115716407231692,1.5204239294187494,1.5027193520275888,True
c0_L128_rep001.npz,450452579,0.5,128,187,blur1_threshold_plus02,full,1,128,0.4195556640625,1.5123779818485996,1.5035777013427911,1.5211782623544083,True
c0_L128_rep001.npz,450452579,0.5,128,187,crop96,0:0,1,96,0.5023871527777778,1.3069711355473834,1.3115133829433046,1.3024288881514625,True
c0_L128_rep001.npz,450452579,0.5,128,187,crop96,0:32,1,96,0.4979383680555556,1.2797751758456573,1.2504979191995962,1.3090524324917183,True
c0_L128_rep001.npz,450452579,0.5,128,187,crop96,32:0,1,96,0.5087890625,1.2945348398048595,1.3112093446873332,1.2778603349223858,True
c0_L128_rep001.npz,450452579,0.5,128,187,crop96,32:32,1,96,0.5036892361111112,1.2782234439997553,1.2759590068763873,1.2804878811231233,True
c0_L128_rep001.npz,450452579,0.5,128,187,crop64,0:0,1,64,0.5029296875,1.3018492261030525,1.304014910476495,1.29968354172961,True
c0_L128_rep001.npz,450452579,0.5,128,187,crop64,0:64,1,64,0.502685546875,1.2761935246003047,1.2631532052859074,1.2892338439147022,True
c0_L128_rep001.npz,450452579,0.5,128,187,crop64,64:0,1,64,0.494873046875,1.2975175898535518,1.3136670553019922,1.2813681244051116,True
c0_L128_rep001.npz,450452579,0.5,128,187,crop64,64:64,1,64,0.49951171875,1.2427265407336712,1.2340657540173274,1.251387327450015,True
c0_L128_rep001.npz,450452579,0.5,128,187,crop32,0:0,1,32,0.4970703125,1.3346975970928046,1.3641206601484188,1.3052745340371903,True
c0_L128_rep001.npz,450452579,0.5,128,187,crop32,0:96,1,32,0.4873046875,1.2281567777996454,1.2282311481277726,1.2280824074715184,True
c0_L128_rep001.npz,450452579,0.5,128,187,crop32,96:0,1,32,0.5205078125,1.2376819215048624,1.151647594303616,1.3237162487061087,True
c0_L128_rep001.npz,450452579,0.5,128,187,crop32,96:96,1,32,0.5048828125,1.2083278863280698,1.2225621506916133,1.1940936219645264,True
c0_L128_rep001.npz,450452579,0.5,128,227,full,full,1,128,0.5,1.3177860437729296,1.319423702011772,1.3161483855340874,True
c0_L128_rep001.npz,450452579,0.5,128,227,bin2,full,2,128,0.58056640625,1.4536708728056282,1.4414160014032193,1.4659257442080371,True
c0_L128_rep001.npz,450452579,0.5,128,227,bin4,full,4,128,0.54296875,1.9510354051355216,1.936569701113574,1.965501109157469,True
c0_L128_rep001.npz,450452579,0.5,128,227,blur1,full,1,128,0.49853515625,1.5410418713694174,1.5457773431156843,1.5363063996231507,True
c0_L128_rep001.npz,450452579,0.5,128,227,blur2,full,1,128,0.497802734375,2.0157585722127305,1.9987619408922557,2.0327552035332057,True
c0_L128_rep001.npz,450452579,0.5,128,227,blur1_threshold_minus02,full,1,128,0.573974609375,1.550576001153964,1.5459555982215418,1.5551964040863864,True
c0_L128_rep001.npz,450452579,0.5,128,227,blur1_threshold_plus02,full,1,128,0.42266845703125,1.5553182023092749,1.5659232712009614,1.5447131334175883,True
c0_L128_rep001.npz,450452579,0.5,128,227,crop96,0:0,1,96,0.5030381944444444,1.3224783267315043,1.310862256613135,1.334094396849874,True
c0_L128_rep001.npz,450452579,0.5,128,227,crop96,0:32,1,96,0.4988064236111111,1.3182282011504518,1.2985750828024811,1.3378813194984227,True
c0_L128_rep001.npz,450452579,0.5,128,227,crop96,32:0,1,96,0.5106336805555556,1.329824180201453,1.349450653921915,1.3101977064809909,True
c0_L128_rep001.npz,450452579,0.5,128,227,crop96,32:32,1,96,0.5033637152777778,1.341965254701572,1.3566768416895894,1.3272536677135545,True
c0_L128_rep001.npz,450452579,0.5,128,227,crop64,0:0,1,64,0.501953125,1.3178572174522794,1.3032545500679855,1.3324598848365734,True
c0_L128_rep001.npz,450452579,0.5,128,227,crop64,0:64,1,64,0.505859375,1.2986222496020723,1.266243202627724,1.3310012965764209,True
c0_L128_rep001.npz,450452579,0.5,128,227,crop64,64:0,1,64,0.49609375,1.3392706367478655,1.3632142115797055,1.3153270619160256,True
c0_L128_rep001.npz,450452579,0.5,128,227,crop64,64:64,1,64,0.49609375,1.3169613530307476,1.3471817368597012,1.286740969201794,True
c0_L128_rep001.npz,450452579,0.5,128,227,crop32,0:0,1,32,0.4892578125,1.338956268943352,1.332460929436174,1.3454516084505301,True
c0_L128_rep001.npz,450452579,0.5,128,227,crop32,0:96,1,32,0.4931640625,1.2316572266652317,1.221198828317538,1.2421156250129255,True
c0_L128_rep001.npz,450452579,0.5,128,227,crop32,96:0,1,32,0.5263671875,1.2426787253284517,1.2167016865087683,1.2686557641481353,True
c0_L128_rep001.npz,450452579,0.5,128,227,crop32,96:96,1,32,0.5029296875,1.2643159872405119,1.249989516815772,1.278642457665252,True
c0_L128_rep001.npz,450452579,0.5,128,276,full,full,1,128,0.5,1.3639189993372942,1.3893876603999769,1.3384503382746114,True
c0_L128_rep001.npz,450452579,0.5,128,276,bin2,full,2,128,0.581298828125,1.4880968811270314,1.5055411585066991,1.470652603747364,True
c0_L128_rep001.npz,450452579,0.5,128,276,bin4,full,4,128,0.5390625,1.9934889812788499,1.9238250583088157,2.0631529042488843,True
c0_L128_rep001.npz,450452579,0.5,128,276,blur1,full,1,128,0.4989013671875,1.5791778683514963,1.6080571306669786,1.550298606036014,True
c0_L128_rep001.npz,450452579,0.5,128,276,blur2,full,1,128,0.498779296875,2.020296044419478,2.014339077026686,2.0262530118122695,True
c0_L128_rep001.npz,450452579,0.5,128,276,blur1_threshold_minus02,full,1,128,0.5701904296875,1.5824322549561467,1.5999361284928109,1.5649283814194823,True
