composition,L,reference_L,sweep,n_small,n_reference,resolved_small,resolved_reference,mean_small,mean_reference,difference_sites,ratio,ratio_low,ratio_high,status
0.5,96,128,916,16,16,True,True,1.7121375554005662,1.705074770745855,0.007062784654711329,1.0041422140400458,0.9914241182828528,1.0194314777910634,resolved
0.5,96,128,1091,16,16,True,True,1.7741566191669156,1.7599291720821324,0.014227447084783185,1.0080841020823303,0.9957594632422032,1.0226329153106568,resolved
0.5,96,128,1300,16,16,True,True,1.8168545217339798,1.821080326449644,-0.00422580471566425,0.9976795066893601,0.9863858821428199,1.0078432071386634,resolved
0.5,96,128,1548,16,16,True,True,1.8890296246891347,1.888415918937344,0.0006137057517907607,1.0003249844198179,0.9885177516863561,1.0120396248774821,resolved
0.5,96,128,1844,16,16,True,True,1.9566723487216164,1.9633149403811443,-0.006642591659527852,0.9966166448780559,0.9842738148963709,1.0103355692452316,resolved
0.5,96,128,2197,16,16,True,True,2.0332009327392315,2.040969165966442,-0.00776823322721043,0.9961938507662207,0.9830797816115859,1.0108733185985235,resolved
0.5,96,128,2617,16,16,True,True,2.1213399399561057,2.1259524359350954,-0.004612495978989717,0.9978303860890656,0.9840425102258185,1.0115095285971556,resolved
0.5,96,128,3117,16,16,True,True,2.2046257032915246,2.207368292120819,-0.0027425888292942346,0.998757530023837,0.9876724296443169,1.0091176752893398,resolved
0.5,96,128,3712,16,16,True,True,2.2968343423138013,2.3080797584576667,-0.011245416143865317,0.9951278043565618,0.980740055353019,1.0085058587773177,resolved
0.5,96,128,4421,16,16,True,True,2.3920710483227627,2.391510399383888,0.0005606489388747526,1.0002344329922292,0.9880805603974602,1.0138180518309006,resolved
0.5,96,128,5266,16,16,True,True,2.480826342235244,2.4987514124273393,-0.017925070192095216,0.9928263891706288,0.9787068641282087,1.0068045328656527,resolved
0.5,96,128,6273,16,16,True,True,2.5859842568423344,2.601964502372619,-0.01598024553028443,0.9938583921818639,0.9792582261822763,1.0086885837789117,resolved
0.5,96,128,7472,16,16,True,True,2.7012694643980333,2.7002443985793487,0.0010250658186845563,1.000379619644512,0.9823423051517346,1.0196244026946777,resolved
0.5,96,128,8900,16,16,True,True,2.8183436081591484,2.8099127237485413,0.008430884410607131,1.0030004079270334,0.9877548402655335,1.019774050082003,resolved
0.5,96,128,10600,16,16,True,True,2.9417199447967337,2.9443175280879093,-0.0025975832911755425,0.9991177638734968,0.9832301830763388,1.0174505451070173,resolved
0.5,96,128,12626,16,16,True,True,3.096157724396022,3.0911853164811744,0.004972407914847654,1.001608576453937,0.9866490595397783,1.017451196052726,resolved
0.5,96,128,15039,16,16,True,True,3.2381855220577074,3.2406915672796712,-0.0025060452219638485,0.9992266943120207,0.9800590947189668,1.020775077294043,resolved
0.5,96,128,17913,16,16,True,True,3.4022877992313614,3.3996042638398647,0.002683535391496683,1.0007893669919292,0.9757363799281641,1.0309002486452192,resolved
0.5,96,128,21336,16,16,True,True,3.591807972597304,3.5782889574190806,0.013519015178223626,1.0037780669306189,0.9815601962073507,1.026476449818845,resolved
0.5,96,128,25413,16,16,True,True,3.736544256912277,3.7471172474549057,-0.010572990542628613,0.9971783667698656,0.9710555617277542,1.0217390388715037,resolved
0.5,96,128,30270,16,16,True,True,3.9271241165761217,3.905083999528481,0.02204011704764053,1.0056439546627682,0.9792340838297963,1.031972957469748,resolved
0.5,96,128,36055,16,16,True,True,4.087720984551668,4.085937329122213,0.001783655429454356,1.0004365351902833,0.976191982164617,1.0252315908434797,resolved
0.5,96,128,42945,16,16,True,True,4.3246957513593545,4.2730121787493465,0.051683572610008,1.0120953487722413,0.9864761851388819,1.042009327973966,resolved
0.5,96,128,51152,16,16,True,True,4.545121186868186,4.470221550250897,0.07489963661728893,1.016755240377982,0.9898095613729364,1.0498440998428225,resolved
0.5,96,128,60927,16,16,True,True,4.783319069531324,4.741943176637726,0.041375892893598554,1.0087255142780804,0.9797495826443703,1.0424231124340033,resolved
0.5,96,128,72570,16,16,True,True,5.076374728494779,4.983154102759351,0.09322062573542755,1.0187071529021765,0.982393759238485,1.0616131794751926,resolved
0.5,96,128,86439,16,16,True,True,5.356649145521948,5.247378711964252,0.10927043355769595,1.0208238130990155,0.9860606403779687,1.0592136463399682,resolved
0.5,96,128,102958,16,16,True,True,5.666936452832661,5.534231539274539,0.13270491355812197,1.0239789232915828,0.9827139280784334,1.073267360351192,resolved
0.5,96,128,122633,16,16,True,True,6.005061880746313,5.803508188788502,0.2015536919578107,1.0347296299757416,0.9910826525627228,1.08810435785787,resolved
0.5,96,128,146069,16,16,True,True,6.282138709456463,6.112233488916212,0.16990522054025092,1.0277975671002022,0.9764089010309495,1.0850587674058638,resolved
0.5,96,128,173983,16,16,True,True,6.6127280521896585,6.369118072470153,0.2436099797195057,1.0382486204444041,0.9901817146519467,1.0932988798283452,resolved
0.5,96,128,207231,16,16,True,True,7.000283832098856,6.7752632899179455,0.2250205421809106,1.033212073472592,0.9844522671829302,1.087634486023861,resolved
0.5,96,128,246834,16,16,True,True,7.395982524415007,7.2198231709446725,0.17615935347033407,1.0243993999990564,0.9673979965672972,1.0844138576892437,resolved
0.5,96,128,294005,16,16,True,True,7.737374067036569,7.585165604206663,0.15220846282990586,1.0200665971940668,0.9659815672100663,1.075516704325599,resolved
0.5,96,128,350190,16,16,True,True,8.037215094925555,8.020750560720835,0.016464534204720493,1.0020527423312913,0.9544498843185827,1.0550514189617184,resolved
0.5,96,128,417112,16,16,True,True,8.496845587130185,8.444494655942504,0.052350931187680416,1.0061994155151535,0.9645775835893611,1.0508705724800227,resolved
0.5,96,128,496824,16,16,True,True,9.153868580145183,9.005950779230849,0.1479178009143336,1.0164244514033383,0.9698393394371095,1.0702965490760725,resolved
0.5,96,128,591769,16,16,True,True,9.788678336236009,9.464592377598821,0.3240859586371876,1.0342419351734837,0.9865282700362948,1.091550947605085,resolved
0.5,96,128,704857,16,16,True,True,10.486967058858324,9.927464521043904,0.5595025378144207,1.0563590569000176,0.9922704294327135,1.129378477272065,resolved
0.5,96,128,839558,16,16,True,True,11.173505325140004,10.687300963206885,0.4862043619331189,1.0454936530380283,0.976936555751434,1.1141139382350955,resolved
0.5,96,128,1000000,16,16,False,True,nan,11.359896670957239,nan,nan,nan,nan,unresolved
0.15,32,128,1,16,16,True,True,0.6060463318867101,0.6035277163121137,0.002518615574596428,1.0041731564375975,0.9898388850664445,1.0203997550489725,resolved
0.15,32,128,2,16,16,True,True,0.6350909618565621,0.6303366052137727,0.004754356642789448,1.007542567897,0.9926570234416134,1.024363812588944,resolved
0.15,32,128,3,16,16,True,True,0.6559141998407094,0.6469821299269615,0.008932069913747953,1.0138057443947583,0.9999417530044463,1.0291360969165495,resolved
0.15,32,128,4,16,16,True,True,0.6633876264858043,0.6592360681564716,0.004151558329332672,1.0062975291096288,0.9925000384357957,1.0212575817247702,resolved
0.15,32,128,5,16,16,True,True,0.6758842858111227,0.6701792016470766,0.005705084164046137,1.00851277412075,0.9969278257512408,1.0208554086563741,resolved
0.15,32,128,6,16,16,True,True,0.6846733821311991,0.6794719589930741,0.005201423138124994,1.0076550960923143,0.9956014514628374,1.0206056371599934,resolved
0.15,32,128,7,16,16,True,True,0.6930750752695005,0.6879620520101862,0.005113023259314287,1.0074321297873543,0.9952072241149372,1.018967916200168,resolved
0.15,32,128,8,16,16,True,True,0.6999064423674605,0.6953346372840917,0.004571805083368741,1.0065749710114051,0.9928441910493355,1.021201372383246,resolved
0.15,32,128,10,16,16,True,True,0.7135785166079177,0.7074514298609768,0.006127086746940957,1.0086607878482132,0.9878989618636345,1.02775306161671,resolved
0.15,32,128,12,16,16,True,True,0.7293366049450666,0.7182661805521827,0.01107042439288386,1.0154127044995676,0.9957611879321163,1.0382221603934407,resolved
0.15,32,128,14,16,16,True,True,0.7342256409721246,0.7292257621118853,0.004999878860239337,1.0068564210427227,0.9902536966250531,1.0229639968005197,resolved
0.15,32,128,16,16,16,True,True,0.7466697960475613,0.7377602469437077,0.008909549103853664,1.0120764830319375,0.9961263452889628,1.0294276721303923,resolved
0.15,32,128,20,16,16,True,True,0.7684838508478508,0.7543487575795531,0.01413509326829765,1.0187381408483422,0.9999063845100106,1.0403915094156297,resolved
0.15,32,128,23,16,16,True,True,0.787510176115997,0.76463324578382,0.02287693033217708,1.0299188276972264,1.012668183233898,1.0491363826073505,resolved
0.15,32,128,28,16,16,True,True,0.8044552993041064,0.7824481360973631,0.02200716320674334,1.028126034418727,1.0140058609504004,1.0448038041404955,resolved
0.15,32,128,33,16,16,True,True,0.8135679186277582,0.7977922855069954,0.0157756331207628,1.019774110889951,1.0056724903164314,1.0399122915322119,resolved
0.15,32,128,39,16,16,True,True,0.8409984576188445,0.8154755214908624,0.025522936127982065,1.0312982247233133,1.0160520017982146,1.050245008850173,resolved
0.15,32,128,47,16,16,True,True,0.8594043070432439,0.836980129535488,0.022424177507755938,1.0267917680676613,1.0034364212675762,1.0496427675695121,resolved
0.15,32,128,56,16,16,True,True,0.8699052081839553,0.8564316511430148,0.013473557040940554,1.0157322035248912,0.9918859526472279,1.0419824884856033,resolved
0.15,32,128,66,16,16,True,True,0.8949650725744218,0.877405353715279,0.01755971885914287,1.0200132342306645,0.9957461542624753,1.0451950783869788,resolved
0.15,32,128,79,16,16,True,True,0.9198163248424129,0.8972883653898205,0.02252795945259245,1.0251067107538003,1.0035120135613853,1.0475082944242402,resolved
0.15,32,128,94,16,16,True,True,0.932405548938372,0.9187804353274571,0.013625113610914896,1.014829564373624,0.991597191250523,1.0377670764634768,resolved
0.15,32,128,112,16,16,True,True,0.9605053149239796,0.9414164964562428,0.0190888184677368,1.020276698506551,0.9916510124200087,1.0542434534420773,resolved
0.15,32,128,134,16,16,True,True,0.9937211735259831,0.9693442493532084,0.024376924172774705,1.0251478504040645,0.994893749593169,1.0640879116601856,resolved
0.15,32,128,159,16,16,True,True,1.020408277728104,0.9935605961960414,0.02684768153206263,1.0270216850737157,0.991132778082022,1.0665389661271663,resolved
0.15,32,128,190,16,16,True,True,1.0783637168725522,1.0275683193132519,0.05079539755930029,1.0494326232179365,1.0043250254147034,1.0909647504267306,resolved
0.15,32,128,226,16,16,True,True,1.0865704070420503,1.0700012607104257,0.01656914633162465,1.0154851652423509,0.9819976983483015,1.050033728926344,resolved
0.15,32,128,269,16,16,True,True,1.1242535346482072,1.109011673252929,0.015241861395278278,1.0137436437892229,0.9823235757911263,1.047774734523972,resolved
0.15,32,128,321,16,16,True,True,1.1707306626034788,1.1563082500175115,0.014422412585967326,1.01247280955208,0.9744205072389712,1.0518169443912315,resolved
0.15,32,128,382,16,16,True,True,1.2179176104003644,1.2019301875449764,0.01598742285538801,1.0133014571237646,0.9738376304051679,1.0517313367928696,resolved
0.15,32,128,455,16,16,True,True,1.2477914488614275,1.2402923022017702,0.00749914665965723,1.0060462736456113,0.9551419697465833,1.0426318010135485,resolved
0.15,32,128,542,16,16,True,True,1.3405534626732087,1.2768254351399113,0.06372802753329743,1.0499113079826095,1.0038093875005614,1.0935427168538163,resolved
0.15,32,128,646,16,16,True,True,1.3313340007387575,1.3252154586764782,0.006118542062279353,1.004617016819582,0.9670301680987838,1.0367287951191897,resolved
0.15,32,128,769,16,16,True,True,1.4388863220216157,1.369195613520547,0.06969070850106873,1.0508990153144564,1.0145368481953143,1.0834747132091207,resolved
0.15,32,128,916,16,16,True,True,1.4870823257979526,1.4191845476024387,0.0678977781955139,1.0478428110778264,0.9946209249732662,1.105034340619398,resolved
0.15,32,128,1091,16,16,True,True,1.5057292382828664,1.4852502335279498,0.020479004754916597,1.013788252169651,0.9711341122226308,1.056658033897448,resolved
0.15,32,128,1300,16,16,True,True,1.5478706479989186,1.528931966437167,0.018938681561751602,1.012386870035744,0.959283994560269,1.0605265379310629,resolved
0.15,32,128,1548,16,16,True,True,1.5985930701913422,1.598897645723152,-0.00030457553180984753,0.9998095090497978,0.9498205432621801,1.052148459715344,resolved
0.15,32,128,1844,16,16,True,True,1.677114431271409,1.6582183146697895,0.018896116601619495,1.0113954335411997,0.9638252925989077,1.065635405011709,resolved
0.15,32,128,2197,16,16,True,True,1.7063282647199929,1.7213036811273148,-0.014975416407321918,0.9912999567876866,0.947275215683445,1.0329769248663025,resolved
0.15,32,128,2617,16,16,True,True,1.7927726098317747,1.7840677273873045,0.008704882444470208,1.0048792331764322,0.9624091544525939,1.0447995684370273,resolved
0.15,32,128,3117,16,16,True,True,1.9097407292914532,1.8528938563105768,0.05684687298087643,1.0306800482862348,0.9810614500748376,1.0838119257376408,resolved
0.15,32,128,3712,16,16,True,True,2.031134298873421,1.920385963740748,0.11074833513267279,1.0576698315983024,0.9996636571874705,1.114559360245532,resolved
0.15,32,128,4421,16,16,True,True,2.1325246280897616,2.0061034266253546,0.12642120146440705,1.0630182869868636,1.007356917924297,1.1218991719515834,resolved
0.15,32,128,5266,16,16,True,True,2.1023962833581864,2.102936374375904,-0.000540091017717792,0.9997431729155961,0.9412648161590007,1.0640398938034954,resolved
0.15,32,128,6273,16,16,True,True,2.121056389877226,2.202281191238777,-0.08122480136155108,0.9631178790044235,0.8937618760548571,1.0307664862477157,resolved
0.15,32,128,7472,16,16,True,True,2.206125685506916,2.2820097726339155,-0.07588408712699968,0.9667468176354855,0.8934726266666673,1.0407382001097096,resolved
0.15,32,128,8900,16,16,True,True,2.5604368934558637,2.381567182578505,0.17886971087735848,1.0751058849760005,0.9537222607244823,1.2203711468088272,resolved
0.15,32,128,10600,16,16,True,True,2.7253522487184645,2.4948577703011017,0.2304944784173628,1.0923878231301116,0.9770870104884457,1.2208548012250926,resolved
0.15,32,128,12626,16,16,True,True,2.8298035372002612,2.5955786542999952,0.234224882900266,1.0902399480409637,0.9932669407829661,1.213686039080432,resolved
0.15,32,128,15039,16,16,True,True,2.8534551065557583,2.744359312952392,0.10909579360336608,1.0397527368550004,0.9529080388401837,1.1345109706136247,resolved
0.15,32,128,17913,16,16,True,True,3.1072738844361196,2.85916066405839,0.24811322037772943,1.0867783414540788,0.9486636012869452,1.2446357496487148,resolved
0.15,32,128,21336,16,16,True,True,3.2566962855656163,3.008054430866494,0.24864185469912226,1.0826586953173913,0.9701419403455397,1.1958762663368203,resolved
0.15,32,128,25413,16,16,True,True,3.348542419278085,3.091454825421246,0.25708759385683866,1.0831607150597156,0.9890481183111064,1.174104689926764,resolved
0.15,32,128,30270,16,16,True,True,3.612473690578018,3.234595391266524,0.37787829931149375,1.116823977531092,0.9974620072772679,1.2390396058362951,resolved
0.15,32,128,36055,16,16,True,True,3.732451780791509,3.408555593162527,0.3238961876289821,1.0950244696840825,0.9962823939235194,1.1950971562664634,resolved
0.15,32,128,42945,16,16,True,True,3.795580358444196,3.5778016697337254,0.21777868871047046,1.0608694133475203,0.981492490562106,1.1426253284618622,resolved
0.15,32,128,51152,16,16,True,True,4.071786352700345,3.786634142921363,0.2851522097789818,1.075304927546813,1.0104896608785605,1.1313534692519578,resolved
0.15,32,128,60927,16,16,True,True,4.156304484989272,3.9698470915339703,0.186457393455302,1.046968406882204,0.9940083749423243,1.089509163200145,resolved
0.15,32,128,72570,16,16,True,True,4.0407947699418845,4.1513073603522255,-0.110512590410341,0.9733788465133152,0.9298114628816525,1.0183445659840709,resolved
0.15,32,128,86439,16,16,True,True,4.214300669872686,4.31382403011614,-0.0995233602434542,0.9769292025941135,0.9412818947473215,1.0187866067715354,resolved
0.15,32,128,102958,16,16,True,True,4.098281557602793,4.560826673300202,-0.4625451156974085,0.8985830532861026,0.8580010984306684,0.9378706760377228,resolved
0.15,32,128,122633,16,16,True,True,4.19666254768731,4.7475374919831115,-0.5508749442958019,0.8839661729420711,0.8531252643108777,0.9143513098211559,resolved
0.15,32,128,146069,16,16,True,True,4.1436211098946085,5.0177965107564075,-0.874175400861799,0.8257850036389734,0.7918107308991146,0.8668552718734432,resolved
0.15,32,128,173983,16,16,True,True,4.278487099499215,5.3646715577841455,-1.0861844582849303,0.7975301103552416,0.7720054496320793,0.8239413669710253,resolved
0.15,32,128,207231,16,16,True,True,4.2138545318003935,5.564146565354875,-1.3502920335544815,0.757322705702602,0.7244974483234419,0.7905786396360459,resolved
0.15,32,128,246834,16,16,True,True,4.235924525690367,5.784002439930344,-1.5480779142399772,0.7323517874832327,0.7019756455948019,0.7633753064235427,resolved
0.15,32,128,294005,16,16,True,True,4.164490771302677,6.092374698255352,-1.927883926952675,0.6835578863025685,0.6509537423858505,0.7158000396366226,resolved
0.15,32,128,350190,16,16,True,True,3.9907161609752553,6.496488404539945,-2.5057722435646896,0.6142881988654703,0.5825516872797109,0.6486903854236752,resolved
0.15,32,128,417112,16,16,True,True,4.123677081958026,6.830180515766493,-2.706503433808467,0.6037434987902748,0.574104010070864,0.6319457741677453,resolved
0.15,32,128,496824,16,16,True,True,4.267808325761296,7.173521667152513,-2.905713341391217,0.5949390722974393,0.5685667693329096,0.6221287243270498,resolved
0.15,32,128,591769,16,16,True,True,4.09673954291044,7.536954963160555,-3.440215420250115,0.5435536716000899,0.5156284359664547,0.5782477613018979,resolved
0.15,32,128,704857,16,16,True,True,4.137063683065118,7.89303956962394,-3.755975886558822,0.5241407504133704,0.4993212264484404,0.5488348285574274,resolved
0.15,32,128,839558,16,16,True,True,4.111613506613964,8.371188841893133,-4.259575335279169,0.49116243633611884,0.46165077866731524,0.5219729030062638,resolved
0.15,32,128,1000000,16,16,True,True,4.109318126520975,8.642521713839217,-4.533203587318242,0.4754767488684175,0.44843107631445855,0.5052112084797992,resolved
0.15,64,128,1,16,16,True,True,0.6031796420532999,0.6035277163121137,-0.00034807425881377974,0.9994232671517711,0.9934344786798334,1.005340148357416,resolved
0.15,64,128,2,16,16,True,True,0.6296087875799505,0.6303366052137727,-0.0007278176338221254,0.9988453508366767,0.9925134732689993,1.005309981535886,resolved
0.15,64,128,3,16,16,True,True,0.6469223874055469,0.6469821299269615,-5.974252141460745e-05,0.9999076597039529,0.9919355362902555,1.0066061197158644,resolved
0.15,64,128,4,16,16,True,True,0.6604064698304964,0.6592360681564716,0.0011704016740248235,1.0017753908357863,0.9914778752458799,1.0104093660666842,resolved
0.15,64,128,5,16,16,True,True,0.67023216294256,0.6701792016470766,5.2961295483489046e-05,1.0000790255730905,0.9897111747773527,1.0087348496543782,resolved
0.15,64,128,6,16,16,True,True,0.68039373549175,0.6794719589930741,0.0009217764986758636,1.0013566071218625,0.9930739840274813,1.010665600529387,resolved
0.15,64,128,7,16,16,True,True,0.6877560210895721,0.6879620520101862,-0.00020603092061410866,0.9997005199341852,0.9900175112376025,1.0097021855756856,resolved
0.15,64,128,8,16,16,True,True,0.6939399359385302,0.6953346372840917,-0.001394701345561522,0.9979942012510565,0.9889301816859498,1.0078211643640083,resolved
0.15,64,128,10,16,16,True,True,0.7089187666691646,0.7074514298609768,0.0014673368081878913,1.0020741166760752,0.993602132470645,1.0115370404991024,resolved
0.15,64,128,12,16,16,True,True,0.7158344948355612,0.7182661805521827,-0.0024316857166215566,0.9966145061782636,0.9849420380523126,1.0077276020243395,resolved
0.15,64,128,14,16,16,True,True,0.7284068099213221,0.7292257621118853,-0.0008189521905631603,0.9988769565844857,0.9884678546668351,1.0094354306582438,resolved
0.15,64,128,16,16,16,True,True,0.7404705735983209,0.7377602469437077,0.0027103266546132376,1.0036737228196304,0.9935521092045947,1.0134850392616703,resolved
0.15,64,128,20,16,16,True,True,0.7514369370566123,0.7543487575795531,-0.002911820522940811,0.9961399545055475,0.9848809048215239,1.0067620688732397,resolved
0.15,64,128,23,16,16,True,True,0.7615650317346838,0.76463324578382,-0.003068214049136153,0.9959873389418336,0.9872543504041994,1.0044563131329958,resolved
0.15,64,128,28,16,16,True,True,0.7796196659509599,0.7824481360973631,-0.0028284701464031947,0.9963851020714155,0.9874322678507419,1.0056616425039089,resolved
0.15,64,128,33,16,16,True,True,0.7949084348547404,0.7977922855069954,-0.002883850652255049,0.9963852111575353,0.9876995320825513,1.0054555670062628,resolved
0.15,64,128,39,16,16,True,True,0.8200675146716901,0.8154755214908624,0.004591993180827703,1.0056310619507407,0.9974270544064007,1.0141850441812181,resolved
0.15,64,128,47,16,16,True,True,0.8356675923214949,0.836980129535488,-0.001312537213993048,0.9984318179516144,0.9849788533020221,1.012499256775667,resolved
0.15,64,128,56,16,16,True,True,0.8523503974696293,0.8564316511430148,-0.004081253673385521,0.9952345833226287,0.9830946581256097,1.0075794183292526,resolved
0.15,64,128,66,16,16,True,True,0.8835617610184054,0.877405353715279,0.006156407303126499,1.007016605582651,0.9948596993268602,1.0189524260573963,resolved
0.15,64,128,79,16,16,True,True,0.9003651916015623,0.8972883653898205,0.0030768262117417677,1.0034290272006425,0.9902728593591688,1.015282161285322,resolved
0.15,64,128,94,16,16,True,True,0.9321491467097849,0.9187804353274571,0.013368711382327758,1.0145504963626735,0.9996226177478076,1.0298450378905084,resolved
0.15,64,128,112,16,16,True,True,0.9527582322109973,0.9414164964562428,0.0113417357547545,1.012047521790247,0.9981454542643028,1.0254685976898423,resolved
0.15,64,128,134,16,16,True,True,0.9825623337207706,0.9693442493532084,0.013218084367562222,1.0136361095414574,0.999171546608599,1.0290354068752459,resolved
0.15,64,128,159,16,16,True,True,1.0045499204373167,0.9935605961960414,0.0109893242412753,1.0110605475733934,0.9924569820627236,1.0303986598829524,resolved
0.15,64,128,190,16,16,True,True,1.052062717118758,1.0275683193132519,0.024494397805506107,1.0238372450231594,1.0045358194898597,1.0413954493566093,resolved
0.15,64,128,226,16,16,True,True,1.0774242046876434,1.0700012607104257,0.007422943977217766,1.00693732264604,0.9898716553775561,1.0255900561692837,resolved
0.15,64,128,269,16,16,True,True,1.1029429764920462,1.109011673252929,-0.00606869676088273,0.9945278332886415,0.9704481374138939,1.0195991160344868,resolved
0.15,64,128,321,16,16,True,True,1.148702324575485,1.1563082500175115,-0.007605925442026429,0.9934222336977089,0.973361348683969,1.012838761537683,resolved
0.15,64,128,382,16,16,True,True,1.1775075097936039,1.2019301875449764,-0.024422677751372524,0.9796804523220625,0.9578877239382911,1.001179588016802,resolved
0.15,64,128,455,16,16,True,True,1.2436776321563596,1.2402923022017702,0.0033853299545894,1.0027294613927538,0.9809259662934522,1.030778057001831,resolved
0.15,64,128,542,16,16,True,True,1.2792375116224235,1.2768254351399113,0.002412076482512182,1.0018891200129076,0.9776091749824695,1.0254716659516343,resolved
0.15,64,128,646,16,16,True,True,1.310502712922494,1.3252154586764782,-0.01471274575398418,0.9888978462651816,0.9677336021329499,1.0121172992334908,resolved
0.15,64,128,769,16,16,True,True,1.3714921212083038,1.369195613520547,0.002296507687756799,1.0016772677804977,0.978155661293802,1.0251671666058375,resolved
0.15,64,128,916,16,16,True,True,1.4188160706721475,1.4191845476024387,-0.0003684769302911839,0.9997403601026281,0.977014830932076,1.0227517557846733,resolved
0.15,64,128,1091,16,16,True,True,1.4782940996225575,1.4852502335279498,-0.006956133905392292,0.9953165239443396,0.9757357444394847,1.0140479072625572,resolved
0.15,64,128,1300,16,16,True,True,1.5112937124221708,1.528931966437167,-0.01763825401499619,0.988463676342579,0.9666189541797319,1.0122618877028375,resolved
0.15,64,128,1548,16,16,True,True,1.5717316812021822,1.598897645723152,-0.027165964520969865,0.9830095662510759,0.9627943973419115,1.0073652056412283,resolved
0.15,64,128,1844,16,16,True,True,1.613359352980119,1.6582183146697895,-0.04485896168967063,0.9729474935279534,0.953663866858861,0.9927730922411654,resolved
0.15,64,128,2197,16,16,True,True,1.6872074517977198,1.7213036811273148,-0.034096229329594996,0.9801916246950307,0.9574047745464006,1.0041275547849253,resolved
0.15,64,128,2617,16,16,True,True,1.748280202208038,1.7840677273873045,-0.03578752517926653,0.9799404895734111,0.9532613784006607,1.0087164060609928,resolved
0.15,64,128,3117,16,16,True,True,1.8135087536423322,1.8528938563105768,-0.039385102668244576,0.9787440049336302,0.9538524413631941,1.00431971780299,resolved
0.15,64,128,3712,16,16,True,True,1.8807709456106219,1.920385963740748,-0.039615018130126245,0.9793713248908779,0.9542031724329786,1.006689393364751,resolved
0.15,64,128,4421,16,16,True,True,1.960617236056563,2.0061034266253546,-0.04548619056879155,0.9773260989612544,0.9518501279645158,1.0047143698475756,resolved
0.15,64,128,5266,16,16,True,True,2.0183855602890084,2.102936374375904,-0.0845508140868958,0.9597939266650479,0.9284026720155318,0.9907436919377846,resolved
0.15,64,128,6273,16,16,True,True,2.1595535471574503,2.202281191238777,-0.04272764408132668,0.9805984611541396,0.95322752702484,1.009420875105471,resolved
0.15,64,128,7472,16,16,True,True,2.213160991364834,2.2820097726339155,-0.06884878126908145,0.9698297605493531,0.9282067416990313,1.0132565418298929,resolved
0.15,64,128,8900,16,16,True,True,2.3460956367514285,2.381567182578505,-0.03547154582707668,0.9851057966844035,0.944004966218545,1.0271162029885126,resolved
0.15,64,128,10600,16,16,True,True,2.445955786946893,2.4948577703011017,-0.04890198335420859,0.9803988892928728,0.9394533964104685,1.0190545182503252,resolved
0.15,64,128,12626,16,16,True,True,2.6261914029461844,2.5955786542999952,0.030612748646189125,1.0117941903226373,0.9748558439323165,1.0441096977147766,resolved
0.15,64,128,15039,16,16,True,True,2.769719699025595,2.744359312952392,0.02536038607320279,1.009240913153577,0.9658641511699073,1.0495168206070684,resolved
0.15,64,128,17913,16,16,True,True,2.909973072065126,2.85916066405839,0.05081240800673559,1.0177717917868283,0.965130320037185,1.0641641916445692,resolved
0.15,64,128,21336,16,16,True,True,3.102609754141517,3.008054430866494,0.09455532327502292,1.0314340466398362,0.9821809630832801,1.076778744627838,resolved
0.15,64,128,25413,16,16,True,True,3.2608505553955665,3.091454825421246,0.16939572997432029,1.0547948262356504,1.014278220250409,1.095081109012515,resolved
0.15,64,128,30270,16,16,True,True,3.3344739094391787,3.234595391266524,0.09987851817265447,1.0308782107469543,0.9922975775790527,1.0709315412205638,resolved
0.15,64,128,36055,16,16,True,True,3.5649701374789635,3.408555593162527,0.15641454431643664,1.0458888054019715,0.9978045404413959,1.093616177831597,resolved
0.15,64,128,42945,16,16,True,True,3.697409401872543,3.5778016697337254,0.11960773213881781,1.0334305093405918,0.9764727228889505,1.0864062228633775,resolved
0.15,64,128,51152,16,16,True,True,3.9461316000765883,3.786634142921363,0.15949745715522523,1.0421211691267787,1.0024925077623597,1.0838542103939413,resolved
0.15,64,128,60927,16,16,True,True,4.088923955287274,3.9698470915339703,0.11907686375330329,1.0299953275296785,0.9846459440559838,1.0833095705493188,resolved
0.15,64,128,72570,16,16,True,True,4.45149591424216,4.1513073603522255,0.30018855388993426,1.0723118111554295,1.0212964126560253,1.12702411249443,resolved
0.15,64,128,86439,16,16,True,True,4.644016107534827,4.31382403011614,0.33019207741868684,1.0765427785448627,1.0043557454077883,1.1494530690548932,resolved
0.15,64,128,102958,16,16,True,True,4.809848084184951,4.560826673300202,0.24902141088474927,1.0546000601914034,0.9957908102675431,1.1130059937723897,resolved
0.15,64,128,122633,16,16,True,True,5.054504891240084,4.7475374919831115,0.3069673992569726,1.0646582359329084,0.9986733277930457,1.1378407139364712,resolved
0.15,64,128,146069,16,16,True,True,5.409323195886471,5.0177965107564075,0.3915266851300636,1.0780276131745812,0.9979460473250205,1.163834231824021,resolved
0.15,64,128,173983,16,16,True,True,5.832818728374369,5.3646715577841455,0.4681471705902238,1.0872648335592776,0.9962285422119885,1.197648710228079,resolved
0.15,64,128,207231,16,16,True,True,5.980563115192136,5.564146565354875,0.41641654983726095,1.0748392489209533,0.9658180981274789,1.2030697760577471,resolved
0.15,64,128,246834,16,16,True,True,6.197304432413031,5.784002439930344,0.41330199248268684,1.0714560543110117,0.9655589394203894,1.1836764352492632,resolved
0.15,64,128,294005,16,16,True,True,6.624935365455894,6.092374698255352,0.5325606672005421,1.0874142996085006,0.9843377210301112,1.199785518544963,resolved
