composition,L,sweep,n_replicas,resolved_all,resolved_x,resolved_y,mean_length_x,mean_length_y,mean_length,standard_error,length_over_L
0.5,32,79,16,True,16,16,1.126848899432658,1.1498895426547735,1.1383692210437157,0.013241174151631707,0.03557403815761612
0.5,32,94,16,True,16,16,1.1631458677736493,1.178697923510372,1.1709218956420107,0.013274627122894673,0.03659130923881283
0.5,32,112,16,True,16,16,1.1789084435771084,1.1905075111773578,1.184707977377233,0.013200699498734994,0.037022124293038534
0.5,32,134,16,True,16,16,1.2243630688940625,1.2282816681817263,1.2263223685378946,0.014354014647157609,0.038322574016809205
0.5,32,159,16,True,16,16,1.2723234405229324,1.2593586297156096,1.265841035119271,0.01618255851841554,0.03955753234747722
0.5,32,190,16,True,16,16,1.3215330965335275,1.2852910240630824,1.303412060298305,0.018935379786298816,0.04073162688432203
0.5,32,226,16,True,16,16,1.3788103684113957,1.3265322094873322,1.3526712889493642,0.017502905042302386,0.04227097777966763
0.5,32,269,16,True,16,16,1.419900745499338,1.3792792636466098,1.3995900045729737,0.02101293756352217,0.04373718764290543
0.5,32,321,16,True,16,16,1.4788113057639052,1.421720745089647,1.4502660254267763,0.019474546027389985,0.04532081329458676
0.5,32,382,16,True,16,16,1.4828666638055346,1.445481289376846,1.4641739765911903,0.020172448828187285,0.0457554367684747
0.5,32,455,16,True,16,16,1.5332602394650743,1.5096265890172238,1.521443414241149,0.012353642345238851,0.04754510669503591
0.5,32,542,16,True,16,16,1.570417453978622,1.5440520714376926,1.557234762708157,0.02180758240710533,0.04866358633462991
0.5,32,646,16,True,16,16,1.6482944871990333,1.6217910264574313,1.6350427568282324,0.016352340325282946,0.05109508615088226
0.5,32,769,16,True,16,16,1.6416729654138575,1.688531530319484,1.6651022478666708,0.014077506992808032,0.05203444524583346
0.5,32,916,16,True,16,16,1.7019875222918608,1.7853493040231285,1.7436684131574949,0.02413193927874746,0.054489637911171715
0.5,32,1091,16,True,16,16,1.7321476895063328,1.8086710328215614,1.770409361163947,0.022559195827392586,0.05532529253637335
0.5,32,1300,16,True,16,16,1.8101681178251812,1.9000421246558186,1.8551051212404999,0.028504829245264048,0.05797203503876562
0.5,32,1548,16,True,16,16,1.9041861786255097,1.9073204571964073,1.9057533179109587,0.030060340049755708,0.05955479118471746
0.5,32,1844,16,True,16,16,1.8844454143683536,2.009143818285219,1.946794616326786,0.0335410210942478,0.06083733176021206
0.5,32,2197,16,True,16,16,1.9702325233376412,2.158583312703635,2.0644079180206383,0.032557886113099926,0.06451274743814495
0.5,32,2617,16,True,16,16,2.060584096396338,2.256417168040585,2.1585006322184617,0.0433996606278726,0.06745314475682693
